index,ethnicity,ethnicity_1,ethnicity_2,ethnicity_3
36141,hispanic / latin,rather not disclose,,
36142,rather not disclose,rather not disclose,,
36143,white,white,,
36144,asian,asian,,
36145,"asian, white",asian,white,
36146,rather not disclose,rather not disclose,,
36147,"white, other",white,,other
36148,other,rather not disclose,,other
36149,other,rather not disclose,,other
36150,white,white,,
36151,white,white,,
36152,rather not disclose,rather not disclose,,
36153,rather not disclose,rather not disclose,,
36154,rather not disclose,rather not disclose,,
36155,asian,asian,,
36156,white,white,,
36157,white,white,,
36158,white,white,,
36159,white,white,,
36160,rather not disclose,rather not disclose,,
36161,indian,indian,,
36162,white,white,,
36163,"middle eastern, white",white,middle eastern,
36164,white,white,,
36165,white,white,,
36166,"asian, white",asian,white,
36167,white,white,,
36168,"white, other",white,,other
36169,rather not disclose,rather not disclose,,
36170,white,white,,
36171,white,white,,
36172,white,white,,
36173,other,rather not disclose,,other
36174,"asian, white",asian,white,
36175,white,white,,
36176,white,white,,
36177,white,white,,
36178,"white, other",white,,other
36179,"native american, white",white,native american,
36180,white,white,,
36181,"middle eastern, white",white,middle eastern,
36182,white,white,,
36183,white,white,,
36184,"black, white",mixed,,
36185,"hispanic / latin, white",white,,
36186,white,white,,
36187,"hispanic / latin, white, other",white,,other
36188,rather not disclose,rather not disclose,,
36189,white,white,,
36190,white,white,,
36191,white,white,,
36192,asian,asian,,
36193,white,white,,
36194,"asian, pacific islander, white",asian,white,pacific islander
36195,"native american, white",white,native american,
36196,other,rather not disclose,,other
36197,white,white,,
36198,asian,asian,,
36199,rather not disclose,rather not disclose,,
36200,black,black,,
36201,native american,native american,,
36202,white,white,,
36203,white,white,,
36204,"indian, white, other",white,indian,other
36205,white,white,,
36206,rather not disclose,rather not disclose,,
36207,black,black,,
36208,other,rather not disclose,,other
36209,white,white,,
36210,white,white,,
36211,asian,asian,,
36212,white,white,,
36213,rather not disclose,rather not disclose,,
36214,rather not disclose,rather not disclose,,
36215,"pacific islander, white",white,pacific islander,
36216,rather not disclose,rather not disclose,,
36217,white,white,,
36218,black,black,,
36219,white,white,,
36220,rather not disclose,rather not disclose,,
36221,white,white,,
36222,middle eastern,middle eastern,,
36223,rather not disclose,rather not disclose,,
36224,hispanic / latin,rather not disclose,,
36225,white,white,,
36226,white,white,,
36227,white,white,,
36228,white,white,,
36229,"white, other",white,,other
36230,rather not disclose,rather not disclose,,
36231,white,white,,
36232,white,white,,
36233,hispanic / latin,rather not disclose,,
36234,white,white,,
36235,white,white,,
36236,white,white,,
36237,white,white,,
36238,white,white,,
36239,white,white,,
36240,asian,asian,,
36241,white,white,,
36242,white,white,,
36243,white,white,,
36244,white,white,,
36245,hispanic / latin,rather not disclose,,
36246,white,white,,
36247,white,white,,
36248,white,white,,
36249,white,white,,
36250,white,white,,
36251,rather not disclose,rather not disclose,,
36252,asian,asian,,
36253,middle eastern,middle eastern,,
36254,"asian, native american, hispanic / latin",asian,native american,
36255,asian,asian,,
36256,white,white,,
36257,white,white,,
36258,"asian, black, white",asian,black,white
36259,white,white,,
36260,rather not disclose,rather not disclose,,
36261,white,white,,
36262,rather not disclose,rather not disclose,,
36263,asian,asian,,
36264,"middle eastern, white",white,middle eastern,
36265,white,white,,
36266,"black, native american",black,native american,
36267,asian,asian,,
36268,white,white,,
36269,white,white,,
36270,white,white,,
36271,asian,asian,,
36272,white,white,,
36273,white,white,,
36274,hispanic / latin,rather not disclose,,
36275,white,white,,
36276,white,white,,
36277,white,white,,
36278,"black, hispanic / latin",black,,
36279,white,white,,
36280,white,white,,
36281,white,white,,
36282,white,white,,
36283,white,white,,
36284,white,white,,
36285,asian,asian,,
36286,white,white,,
36287,asian,asian,,
36288,white,white,,
36289,black,black,,
36290,white,white,,
36291,asian,asian,,
36292,white,white,,
36293,white,white,,
36294,white,white,,
36295,white,white,,
36296,"hispanic / latin, white",white,,
36297,hispanic / latin,rather not disclose,,
36298,white,white,,
36299,white,white,,
36300,white,white,,
36301,asian,asian,,
36302,white,white,,
36303,white,white,,
36304,"asian, white",asian,white,
36305,white,white,,
36306,rather not disclose,rather not disclose,,
36307,white,white,,
36308,white,white,,
36309,"asian, pacific islander",asian,pacific islander,
36310,white,white,,
36311,white,white,,
36312,white,white,,
36313,indian,indian,,
36314,white,white,,
36315,white,white,,
36316,white,white,,
36317,indian,indian,,
36318,white,white,,
36319,"hispanic / latin, white",white,,
36320,white,white,,
36321,white,white,,
36322,"hispanic / latin, other",rather not disclose,,other
36323,rather not disclose,rather not disclose,,
36324,white,white,,
36325,hispanic / latin,rather not disclose,,
36326,white,white,,
36327,white,white,,
36328,asian,asian,,
36329,"asian, pacific islander, other",asian,pacific islander,other
36330,hispanic / latin,rather not disclose,,
36331,white,white,,
36332,white,white,,
36333,white,white,,
36334,white,white,,
36335,"hispanic / latin, white",white,,
36336,white,white,,
36337,asian,asian,,
36338,white,white,,
36339,rather not disclose,rather not disclose,,
36340,indian,indian,,
36341,white,white,,
36342,"asian, pacific islander, other",asian,pacific islander,other
36343,white,white,,
36344,hispanic / latin,rather not disclose,,
36345,rather not disclose,rather not disclose,,
36346,white,white,,
36347,other,rather not disclose,,other
36348,"asian, white",asian,white,
36349,hispanic / latin,rather not disclose,,
36350,other,rather not disclose,,other
36351,"native american, white",white,native american,
36352,asian,asian,,
36353,white,white,,
36354,middle eastern,middle eastern,,
36355,indian,indian,,
36356,white,white,,
36357,white,white,,
36358,rather not disclose,rather not disclose,,
36359,rather not disclose,rather not disclose,,
36360,indian,indian,,
36361,white,white,,
36362,other,rather not disclose,,other
36363,white,white,,
36364,white,white,,
36365,white,white,,
36366,middle eastern,middle eastern,,
36367,"pacific islander, white",white,pacific islander,
36368,white,white,,
36369,white,white,,
36370,white,white,,
36371,white,white,,
36372,white,white,,
36373,white,white,,
36374,white,white,,
36375,white,white,,
36376,white,white,,
36377,white,white,,
36378,white,white,,
36379,"white, other",white,,other
36380,white,white,,
36381,white,white,,
36382,white,white,,
36383,white,white,,
36384,asian,asian,,
36385,black,black,,
36386,"asian, black",asian,black,
36387,"asian, white",asian,white,
36388,"white, other",white,,other
36389,white,white,,
36390,white,white,,
36391,white,white,,
36392,white,white,,
36393,white,white,,
36394,white,white,,
36395,white,white,,
36396,white,white,,
36397,white,white,,
36398,rather not disclose,rather not disclose,,
36399,white,white,,
36400,other,rather not disclose,,other
36401,rather not disclose,rather not disclose,,
36402,asian,asian,,
36403,asian,asian,,
36404,asian,asian,,
36405,asian,asian,,
36406,white,white,,
36407,white,white,,
36408,white,white,,
36409,white,white,,
36410,white,white,,
36411,white,white,,
36412,"asian, native american, hispanic / latin, white, other",asian,white,native american
36413,white,white,,
36414,white,white,,
36415,white,white,,
36416,white,white,,
36417,white,white,,
36418,white,white,,
36419,white,white,,
36420,white,white,,
36421,rather not disclose,rather not disclose,,
36422,white,white,,
36423,white,white,,
36424,white,white,,
36425,rather not disclose,rather not disclose,,
36426,indian,indian,,
36427,white,white,,
36428,other,rather not disclose,,other
36429,white,white,,
36430,rather not disclose,rather not disclose,,
36431,asian,asian,,
36432,"indian, white",white,indian,
36433,white,white,,
36434,white,white,,
36435,white,white,,
36436,black,black,,
36437,rather not disclose,rather not disclose,,
36438,"middle eastern, white, other",white,middle eastern,other
36439,white,white,,
36440,white,white,,
36441,hispanic / latin,rather not disclose,,
36442,white,white,,
36443,white,white,,
36444,white,white,,
36445,white,white,,
36446,white,white,,
36447,"hispanic / latin, white",white,,
36448,white,white,,
36449,"hispanic / latin, white",white,,
36450,white,white,,
36451,white,white,,
36452,white,white,,
36453,white,white,,
36454,white,white,,
36455,white,white,,
36456,white,white,,
36457,white,white,,
36458,white,white,,
36459,white,white,,
36460,white,white,,
36461,white,white,,
36462,"asian, native american, white",asian,white,native american
36463,white,white,,
36464,black,black,,
36465,white,white,,
36466,white,white,,
36467,"white, other",white,,other
36468,white,white,,
36469,hispanic / latin,rather not disclose,,
36470,white,white,,
36471,white,white,,
36472,white,white,,
36473,white,white,,
36474,white,white,,
36475,white,white,,
36476,white,white,,
36477,white,white,,
36478,rather not disclose,rather not disclose,,
36479,white,white,,
36480,white,white,,
36481,white,white,,
36482,"asian, pacific islander",asian,pacific islander,
36483,hispanic / latin,rather not disclose,,
36484,asian,asian,,
36485,white,white,,
36486,"asian, hispanic / latin",asian,,
36487,white,white,,
36488,white,white,,
36489,"black, hispanic / latin, white",black,white,
36490,white,white,,
36491,white,white,,
36492,white,white,,
36493,middle eastern,middle eastern,,
36494,"asian, pacific islander",asian,pacific islander,
36495,middle eastern,middle eastern,,
36496,white,white,,
36497,white,white,,
36498,white,white,,
36499,white,white,,
36500,hispanic / latin,rather not disclose,,
36501,rather not disclose,rather not disclose,,
36502,white,white,,
36503,other,rather not disclose,,other
36504,hispanic / latin,rather not disclose,,
36505,rather not disclose,rather not disclose,,
36506,white,white,,
36507,white,white,,
36508,hispanic / latin,rather not disclose,,
36509,white,white,,
36510,white,white,,
36511,white,white,,
36512,white,white,,
36513,white,white,,
36514,white,white,,
36515,rather not disclose,rather not disclose,,
36516,white,white,,
36517,white,white,,
36518,white,white,,
36519,white,white,,
36520,rather not disclose,rather not disclose,,
36521,"asian, white",asian,white,
36522,white,white,,
36523,white,white,,
36524,white,white,,
36525,"asian, pacific islander",asian,pacific islander,
36526,white,white,,
36527,indian,indian,,
36528,white,white,,
36529,"asian, pacific islander",asian,pacific islander,
36530,rather not disclose,rather not disclose,,
36531,white,white,,
36532,white,white,,
36533,white,white,,
36534,white,white,,
36535,white,white,,
36536,white,white,,
36537,other,rather not disclose,,other
36538,"white, other",white,,other
36539,white,white,,
36540,white,white,,
36541,black,black,,
36542,white,white,,
36543,white,white,,
36544,rather not disclose,rather not disclose,,
36545,rather not disclose,rather not disclose,,
36546,white,white,,
36547,asian,asian,,
36548,"black, native american",black,native american,
36549,asian,asian,,
36550,white,white,,
36551,white,white,,
36552,rather not disclose,rather not disclose,,
36553,white,white,,
36554,hispanic / latin,rather not disclose,,
36555,white,white,,
36556,white,white,,
36557,white,white,,
36558,white,white,,
36559,white,white,,
36560,"hispanic / latin, white",white,,
36561,hispanic / latin,rather not disclose,,
36562,asian,asian,,
36563,white,white,,
36564,hispanic / latin,rather not disclose,,
36565,white,white,,
36566,white,white,,
36567,"hispanic / latin, white",white,,
36568,black,black,,
36569,white,white,,
36570,asian,asian,,
36571,white,white,,
36572,"native american, white",white,native american,
36573,rather not disclose,rather not disclose,,
36574,asian,asian,,
36575,asian,asian,,
36576,asian,asian,,
36577,white,white,,
36578,white,white,,
36579,rather not disclose,rather not disclose,,
36580,rather not disclose,rather not disclose,,
36581,white,white,,
36582,asian,asian,,
36583,asian,asian,,
36584,white,white,,
36585,white,white,,
36586,white,white,,
36587,white,white,,
36588,black,black,,
36589,black,black,,
36590,white,white,,
36591,"black, native american, other",black,native american,other
36592,white,white,,
36593,white,white,,
36594,"asian, white",asian,white,
36595,"asian, white",asian,white,
36596,"black, white",mixed,,
36597,white,white,,
36598,asian,asian,,
36599,indian,indian,,
36600,white,white,,
36601,white,white,,
36602,white,white,,
36603,white,white,,
36604,white,white,,
36605,white,white,,
36606,white,white,,
36607,white,white,,
36608,asian,asian,,
36609,asian,asian,,
36610,indian,indian,,
36611,white,white,,
36612,rather not disclose,rather not disclose,,
36613,white,white,,
36614,rather not disclose,rather not disclose,,
36615,white,white,,
36616,rather not disclose,rather not disclose,,
36617,rather not disclose,rather not disclose,,
36618,"hispanic / latin, white, other",white,,other
36619,white,white,,
36620,black,black,,
36621,rather not disclose,rather not disclose,,
36622,"black, white",mixed,,
36623,hispanic / latin,rather not disclose,,
36624,white,white,,
36625,"white, other",white,,other
36626,white,white,,
36627,white,white,,
36628,white,white,,
36629,pacific islander,pacific islander,,
36630,white,white,,
36631,rather not disclose,rather not disclose,,
36632,indian,indian,,
36633,"hispanic / latin, white",white,,
36634,rather not disclose,rather not disclose,,
36635,hispanic / latin,rather not disclose,,
36636,"asian, pacific islander",asian,pacific islander,
36637,white,white,,
36638,white,white,,
36639,white,white,,
36640,asian,asian,,
36641,black,black,,
36642,asian,asian,,
36643,rather not disclose,rather not disclose,,
36644,white,white,,
36645,asian,asian,,
36646,black,black,,
36647,rather not disclose,rather not disclose,,
36648,white,white,,
36649,white,white,,
36650,white,white,,
36651,rather not disclose,rather not disclose,,
36652,asian,asian,,
36653,asian,asian,,
36654,white,white,,
36655,asian,asian,,
36656,white,white,,
36657,white,white,,
36658,white,white,,
36659,"white, other",white,,other
36660,white,white,,
36661,white,white,,
36662,white,white,,
36663,rather not disclose,rather not disclose,,
36664,white,white,,
36665,black,black,,
36666,white,white,,
36667,white,white,,
36668,asian,asian,,
36669,white,white,,
36670,other,rather not disclose,,other
36671,"hispanic / latin, white",white,,
36672,white,white,,
36673,"black, white",mixed,,
36674,white,white,,
36675,white,white,,
36676,white,white,,
36677,rather not disclose,rather not disclose,,
36678,white,white,,
36679,white,white,,
36680,white,white,,
36681,indian,indian,,
36682,asian,asian,,
36683,white,white,,
36684,white,white,,
36685,rather not disclose,rather not disclose,,
36686,asian,asian,,
36687,"white, other",white,,other
36688,white,white,,
36689,white,white,,
36690,white,white,,
36691,white,white,,
36692,white,white,,
36693,white,white,,
36694,white,white,,
36695,asian,asian,,
36696,rather not disclose,rather not disclose,,
36697,white,white,,
36698,white,white,,
36699,asian,asian,,
36700,indian,indian,,
36701,white,white,,
36702,white,white,,
36703,white,white,,
36704,white,white,,
36705,rather not disclose,rather not disclose,,
36706,white,white,,
36707,white,white,,
36708,white,white,,
36709,white,white,,
36710,asian,asian,,
36711,white,white,,
36712,white,white,,
36713,white,white,,
36714,white,white,,
36715,white,white,,
36716,white,white,,
36717,white,white,,
36718,white,white,,
36719,white,white,,
36720,white,white,,
36721,"hispanic / latin, white",white,,
36722,rather not disclose,rather not disclose,,
36723,asian,asian,,
36724,asian,asian,,
36725,other,rather not disclose,,other
36726,indian,indian,,
36727,white,white,,
36728,white,white,,
36729,white,white,,
36730,asian,asian,,
36731,white,white,,
36732,white,white,,
36733,white,white,,
36734,white,white,,
36735,white,white,,
36736,white,white,,
36737,white,white,,
36738,white,white,,
36739,white,white,,
36740,white,white,,
36741,white,white,,
36742,white,white,,
36743,white,white,,
36744,white,white,,
36745,asian,asian,,
36746,rather not disclose,rather not disclose,,
36747,white,white,,
36748,asian,asian,,
36749,white,white,,
36750,other,rather not disclose,,other
36751,white,white,,
36752,rather not disclose,rather not disclose,,
36753,rather not disclose,rather not disclose,,
36754,"hispanic / latin, white",white,,
36755,"native american, hispanic / latin",native american,,
36756,black,black,,
36757,rather not disclose,rather not disclose,,
36758,"indian, white, other",white,indian,other
36759,white,white,,
36760,white,white,,
36761,"hispanic / latin, white",white,,
36762,asian,asian,,
36763,white,white,,
36764,asian,asian,,
36765,white,white,,
36766,white,white,,
36767,"black, native american, other",black,native american,other
36768,"asian, indian, pacific islander, other",asian,indian,pacific islander
36769,"black, white",mixed,,
36770,white,white,,
36771,white,white,,
36772,white,white,,
36773,white,white,,
36774,rather not disclose,rather not disclose,,
36775,"middle eastern, white",white,middle eastern,
36776,white,white,,
36777,white,white,,
36778,white,white,,
36779,hispanic / latin,rather not disclose,,
36780,rather not disclose,rather not disclose,,
36781,white,white,,
36782,white,white,,
36783,"hispanic / latin, white, other",white,,other
36784,white,white,,
36785,other,rather not disclose,,other
36786,hispanic / latin,rather not disclose,,
36787,white,white,,
36788,white,white,,
36789,white,white,,
36790,rather not disclose,rather not disclose,,
36791,hispanic / latin,rather not disclose,,
36792,white,white,,
36793,rather not disclose,rather not disclose,,
36794,rather not disclose,rather not disclose,,
36795,rather not disclose,rather not disclose,,
36796,white,white,,
36797,white,white,,
36798,white,white,,
36799,"hispanic / latin, white",white,,
36800,white,white,,
36801,white,white,,
36802,"asian, pacific islander",asian,pacific islander,
36803,indian,indian,,
36804,"black, other",black,,other
36805,white,white,,
36806,asian,asian,,
36807,white,white,,
36808,rather not disclose,rather not disclose,,
36809,"hispanic / latin, white",white,,
36810,asian,asian,,
36811,white,white,,
36812,"white, other",white,,other
36813,hispanic / latin,rather not disclose,,
36814,rather not disclose,rather not disclose,,
36815,white,white,,
36816,hispanic / latin,rather not disclose,,
36817,rather not disclose,rather not disclose,,
36818,white,white,,
36819,white,white,,
36820,white,white,,
36821,white,white,,
36822,white,white,,
36823,white,white,,
36824,white,white,,
36825,white,white,,
36826,white,white,,
36827,hispanic / latin,rather not disclose,,
36828,white,white,,
36829,asian,asian,,
36830,asian,asian,,
36831,white,white,,
36832,white,white,,
36833,white,white,,
36834,hispanic / latin,rather not disclose,,
36835,asian,asian,,
36836,white,white,,
36837,white,white,,
36838,rather not disclose,rather not disclose,,
36839,white,white,,
36840,asian,asian,,
36841,white,white,,
36842,rather not disclose,rather not disclose,,
36843,indian,indian,,
36844,white,white,,
36845,white,white,,
36846,white,white,,
36847,white,white,,
36848,white,white,,
36849,white,white,,
36850,white,white,,
36851,hispanic / latin,rather not disclose,,
36852,"native american, white",white,native american,
36853,white,white,,
36854,asian,asian,,
36855,white,white,,
36856,hispanic / latin,rather not disclose,,
36857,white,white,,
36858,white,white,,
36859,white,white,,
36860,black,black,,
36861,black,black,,
36862,asian,asian,,
36863,"native american, white",white,native american,
36864,asian,asian,,
36865,white,white,,
36866,rather not disclose,rather not disclose,,
36867,white,white,,
36868,white,white,,
36869,white,white,,
36870,white,white,,
36871,"black, native american, white, other",black,white,native american
36872,white,white,,
36873,white,white,,
36874,asian,asian,,
36875,black,black,,
36876,white,white,,
36877,white,white,,
36878,asian,asian,,
36879,rather not disclose,rather not disclose,,
36880,middle eastern,middle eastern,,
36881,white,white,,
36882,white,white,,
36883,white,white,,
36884,hispanic / latin,rather not disclose,,
36885,black,black,,
36886,rather not disclose,rather not disclose,,
36887,white,white,,
36888,white,white,,
36889,rather not disclose,rather not disclose,,
36890,white,white,,
36891,white,white,,
36892,"hispanic / latin, white",white,,
36893,hispanic / latin,rather not disclose,,
36894,indian,indian,,
36895,rather not disclose,rather not disclose,,
36896,white,white,,
36897,other,rather not disclose,,other
36898,white,white,,
36899,white,white,,
36900,white,white,,
36901,indian,indian,,
36902,white,white,,
36903,white,white,,
36904,white,white,,
36905,white,white,,
36906,white,white,,
36907,other,rather not disclose,,other
36908,white,white,,
36909,rather not disclose,rather not disclose,,
36910,white,white,,
36911,hispanic / latin,rather not disclose,,
36912,other,rather not disclose,,other
36913,white,white,,
36914,hispanic / latin,rather not disclose,,
36915,white,white,,
36916,white,white,,
36917,rather not disclose,rather not disclose,,
36918,white,white,,
36919,white,white,,
36920,"asian, white",asian,white,
36921,hispanic / latin,rather not disclose,,
36922,"middle eastern, hispanic / latin, white, other",white,middle eastern,other
36923,"asian, pacific islander",asian,pacific islander,
36924,asian,asian,,
36925,"black, hispanic / latin, other",black,,other
36926,white,white,,
36927,rather not disclose,rather not disclose,,
36928,white,white,,
36929,rather not disclose,rather not disclose,,
36930,asian,asian,,
36931,white,white,,
36932,asian,asian,,
36933,white,white,,
36934,rather not disclose,rather not disclose,,
36935,white,white,,
36936,white,white,,
36937,white,white,,
36938,indian,indian,,
36939,white,white,,
36940,"asian, indian",asian,indian,
36941,white,white,,
36942,asian,asian,,
36943,middle eastern,middle eastern,,
36944,white,white,,
36945,white,white,,
36946,asian,asian,,
36947,white,white,,
36948,"native american, white",white,native american,
36949,white,white,,
36950,white,white,,
36951,white,white,,
36952,rather not disclose,rather not disclose,,
36953,asian,asian,,
36954,white,white,,
36955,white,white,,
36956,white,white,,
36957,white,white,,
36958,"asian, pacific islander",asian,pacific islander,
36959,"asian, indian",asian,indian,
36960,"native american, hispanic / latin, white",white,native american,
36961,white,white,,
36962,white,white,,
36963,indian,indian,,
36964,white,white,,
36965,asian,asian,,
36966,rather not disclose,rather not disclose,,
36967,"black, white",mixed,,
36968,asian,asian,,
36969,white,white,,
36970,rather not disclose,rather not disclose,,
36971,white,white,,
36972,white,white,,
36973,indian,indian,,
36974,rather not disclose,rather not disclose,,
36975,asian,asian,,
36976,other,rather not disclose,,other
36977,white,white,,
36978,white,white,,
36979,asian,asian,,
36980,black,black,,
36981,black,black,,
36982,white,white,,
36983,white,white,,
36984,indian,indian,,
36985,rather not disclose,rather not disclose,,
36986,rather not disclose,rather not disclose,,
36987,asian,asian,,
36988,asian,asian,,
36989,white,white,,
36990,white,white,,
36991,"hispanic / latin, white",white,,
36992,hispanic / latin,rather not disclose,,
36993,white,white,,
36994,"pacific islander, white",white,pacific islander,
36995,asian,asian,,
36996,rather not disclose,rather not disclose,,
36997,"asian, white",asian,white,
36998,white,white,,
36999,rather not disclose,rather not disclose,,
37000,rather not disclose,rather not disclose,,
37001,white,white,,
37002,"black, hispanic / latin",black,,
37003,white,white,,
37004,rather not disclose,rather not disclose,,
37005,"black, hispanic / latin",black,,
37006,white,white,,
37007,pacific islander,pacific islander,,
37008,hispanic / latin,rather not disclose,,
37009,white,white,,
37010,pacific islander,pacific islander,,
37011,hispanic / latin,rather not disclose,,
37012,white,white,,
37013,hispanic / latin,rather not disclose,,
37014,white,white,,
37015,white,white,,
37016,white,white,,
37017,pacific islander,pacific islander,,
37018,white,white,,
37019,"middle eastern, white",white,middle eastern,
37020,middle eastern,middle eastern,,
37021,white,white,,
37022,other,rather not disclose,,other
37023,hispanic / latin,rather not disclose,,
37024,rather not disclose,rather not disclose,,
37025,white,white,,
37026,white,white,,
37027,rather not disclose,rather not disclose,,
37028,white,white,,
37029,white,white,,
37030,asian,asian,,
37031,asian,asian,,
37032,asian,asian,,
37033,white,white,,
37034,white,white,,
37035,white,white,,
37036,other,rather not disclose,,other
37037,white,white,,
37038,white,white,,
37039,white,white,,
37040,white,white,,
37041,white,white,,
37042,white,white,,
37043,white,white,,
37044,white,white,,
37045,white,white,,
37046,rather not disclose,rather not disclose,,
37047,asian,asian,,
37048,white,white,,
37049,pacific islander,pacific islander,,
37050,white,white,,
37051,white,white,,
37052,white,white,,
37053,middle eastern,middle eastern,,
37054,white,white,,
37055,white,white,,
37056,indian,indian,,
37057,white,white,,
37058,white,white,,
37059,rather not disclose,rather not disclose,,
37060,middle eastern,middle eastern,,
37061,white,white,,
37062,white,white,,
37063,white,white,,
37064,white,white,,
37065,middle eastern,middle eastern,,
37066,white,white,,
37067,rather not disclose,rather not disclose,,
37068,black,black,,
37069,white,white,,
37070,white,white,,
37071,white,white,,
37072,white,white,,
37073,white,white,,
37074,rather not disclose,rather not disclose,,
37075,white,white,,
37076,indian,indian,,
37077,native american,native american,,
37078,white,white,,
37079,white,white,,
37080,indian,indian,,
37081,white,white,,
37082,white,white,,
37083,white,white,,
37084,indian,indian,,
37085,black,black,,
37086,white,white,,
37087,white,white,,
37088,white,white,,
37089,white,white,,
37090,white,white,,
37091,"black, native american, other",black,native american,other
37092,white,white,,
37093,white,white,,
37094,white,white,,
37095,white,white,,
37096,asian,asian,,
37097,white,white,,
37098,"middle eastern, white",white,middle eastern,
37099,white,white,,
37100,hispanic / latin,rather not disclose,,
37101,rather not disclose,rather not disclose,,
37102,white,white,,
37103,"black, pacific islander",black,pacific islander,
37104,other,rather not disclose,,other
37105,"native american, white",white,native american,
37106,hispanic / latin,rather not disclose,,
37107,white,white,,
37108,white,white,,
37109,"middle eastern, white",white,middle eastern,
37110,white,white,,
37111,asian,asian,,
37112,"native american, white, other",white,native american,other
37113,white,white,,
37114,rather not disclose,rather not disclose,,
37115,white,white,,
37116,rather not disclose,rather not disclose,,
37117,white,white,,
37118,white,white,,
37119,white,white,,
37120,rather not disclose,rather not disclose,,
37121,white,white,,
37122,white,white,,
37123,white,white,,
37124,white,white,,
37125,white,white,,
37126,indian,indian,,
37127,other,rather not disclose,,other
37128,white,white,,
37129,rather not disclose,rather not disclose,,
37130,white,white,,
37131,white,white,,
37132,"black, native american, white, other",black,white,native american
37133,asian,asian,,
37134,other,rather not disclose,,other
37135,white,white,,
37136,indian,indian,,
37137,hispanic / latin,rather not disclose,,
37138,white,white,,
37139,white,white,,
37140,"middle eastern, hispanic / latin",middle eastern,,
37141,rather not disclose,rather not disclose,,
37142,rather not disclose,rather not disclose,,
37143,white,white,,
37144,white,white,,
37145,white,white,,
37146,white,white,,
37147,black,black,,
37148,rather not disclose,rather not disclose,,
37149,white,white,,
37150,asian,asian,,
37151,white,white,,
37152,white,white,,
37153,asian,asian,,
37154,indian,indian,,
37155,asian,asian,,
37156,white,white,,
37157,asian,asian,,
37158,other,rather not disclose,,other
37159,white,white,,
37160,hispanic / latin,rather not disclose,,
37161,hispanic / latin,rather not disclose,,
37162,rather not disclose,rather not disclose,,
37163,white,white,,
37164,white,white,,
37165,white,white,,
37166,rather not disclose,rather not disclose,,
37167,rather not disclose,rather not disclose,,
37168,other,rather not disclose,,other
37169,rather not disclose,rather not disclose,,
37170,white,white,,
37171,white,white,,
37172,rather not disclose,rather not disclose,,
37173,rather not disclose,rather not disclose,,
37174,white,white,,
37175,hispanic / latin,rather not disclose,,
37176,asian,asian,,
37177,black,black,,
37178,"hispanic / latin, white",white,,
37179,white,white,,
37180,white,white,,
37181,rather not disclose,rather not disclose,,
37182,rather not disclose,rather not disclose,,
37183,white,white,,
37184,white,white,,
37185,white,white,,
37186,hispanic / latin,rather not disclose,,
37187,white,white,,
37188,white,white,,
37189,indian,indian,,
37190,white,white,,
37191,"white, other",white,,other
37192,"hispanic / latin, white",white,,
37193,white,white,,
37194,"hispanic / latin, white",white,,
37195,white,white,,
37196,white,white,,
37197,"asian, pacific islander",asian,pacific islander,
37198,white,white,,
37199,"asian, pacific islander",asian,pacific islander,
37200,white,white,,
37201,white,white,,
37202,asian,asian,,
37203,rather not disclose,rather not disclose,,
37204,"asian, white",asian,white,
37205,white,white,,
37206,rather not disclose,rather not disclose,,
37207,black,black,,
37208,pacific islander,pacific islander,,
37209,white,white,,
37210,"asian, other",asian,,other
37211,white,white,,
37212,rather not disclose,rather not disclose,,
37213,white,white,,
37214,"black, hispanic / latin",black,,
37215,asian,asian,,
37216,white,white,,
37217,other,rather not disclose,,other
37218,white,white,,
37219,white,white,,
37220,white,white,,
37221,white,white,,
37222,asian,asian,,
37223,white,white,,
37224,white,white,,
37225,rather not disclose,rather not disclose,,
37226,white,white,,
37227,asian,asian,,
37228,white,white,,
37229,hispanic / latin,rather not disclose,,
37230,hispanic / latin,rather not disclose,,
37231,"indian, other",indian,,other
37232,pacific islander,pacific islander,,
37233,white,white,,
37234,white,white,,
37235,asian,asian,,
37236,rather not disclose,rather not disclose,,
37237,white,white,,
37238,white,white,,
37239,"black, native american, hispanic / latin, white, other",black,white,native american
37240,white,white,,
37241,white,white,,
37242,white,white,,
37243,white,white,,
37244,white,white,,
37245,hispanic / latin,rather not disclose,,
37246,white,white,,
37247,white,white,,
37248,rather not disclose,rather not disclose,,
37249,asian,asian,,
37250,hispanic / latin,rather not disclose,,
37251,white,white,,
37252,white,white,,
37253,"asian, hispanic / latin, white",asian,white,
37254,white,white,,
37255,"asian, white",asian,white,
37256,"asian, pacific islander, white, other",asian,white,pacific islander
37257,"asian, white",asian,white,
37258,white,white,,
37259,white,white,,
37260,white,white,,
37261,rather not disclose,rather not disclose,,
37262,white,white,,
37263,"white, other",white,,other
37264,white,white,,
37265,"asian, white",asian,white,
37266,white,white,,
37267,other,rather not disclose,,other
37268,rather not disclose,rather not disclose,,
37269,white,white,,
37270,asian,asian,,
37271,white,white,,
37272,white,white,,
37273,rather not disclose,rather not disclose,,
37274,white,white,,
37275,white,white,,
37276,"hispanic / latin, white",white,,
37277,white,white,,
37278,white,white,,
37279,white,white,,
37280,white,white,,
37281,white,white,,
37282,white,white,,
37283,rather not disclose,rather not disclose,,
37284,rather not disclose,rather not disclose,,
37285,asian,asian,,
37286,white,white,,
37287,other,rather not disclose,,other
